OBJECTID,long_,lat,thick,alt,Z_Lorenzo,bed_Z
1527,86.691872431615636,27.997146600620194,346.504820241507050,4910.399999999999600,4849.0600586,4503
1528,86.691892431615642,27.997104600620194,346.418440361861540,4913.100000000000400,4849.5981445,4503
1529,86.691921431615640,27.997046600620195,346.936717639607200,4915.100000000000400,4850.7270508,4504
1530,86.691908431615644,27.997077600620194,346.399126338499170,4914.300000000000200,4850.2729492,4504
1531,86.691881431615641,27.997105600620195,345.343213730886480,4914.699999999999800,4849.5654297,4504
1532,86.691827431615636,27.997015600620195,345.429596415228330,4912.800000000000200,4852.6684570,4507
1533,86.691860431615638,27.996971600620196,345.688742900011850,4910.199999999999800,4852.8007813,4507
1534,86.691844431615635,27.996909600620196,345.515978796122850,4906.399999999999600,4854.2407227,4509
1535,86.691860431615638,27.996920600620193,346.898068512386600,4905.800000000000200,4854.0903320,4507
1536,86.691861431615635,27.996916600620192,345.218179884097420,4905.800000000000200,4854.1445313,4509
1537,86.691841431615643,27.996876600620194,345.995619679401900,4908.600000000000400,4854.2792969,4508
1538,86.691819431615642,27.996898600620195,349.772325925469430,4907.699999999999800,4854.0380859,4504
1539,86.691819431615642,27.996866600620194,350.482624774298760,4908.199999999999800,4854.2382813,4504
1540,86.691814431615640,27.996865600620193,350.050773777424350,4908.100000000000400,4854.2426758,4504
1541,86.691781431615638,27.996802600620192,349.878031399695430,4905.199999999999800,4854.5859375,4505
1542,86.691795431615645,27.996835600620194,350.050773777424350,4906.500000000000000,4854.7929688,4505
1543,86.691775431615639,27.996780600620195,349.964401351443200,4909.000000000000000,4854.6318359,4505
1548,86.691861562782194,27.996745106377226,353.609984341204150,4927.699999999999800,4853.7460938,4500
1549,86.691896562782190,27.996716106377225,353.609984341204150,4930.399999999999600,4854.4321289,4501
1550,86.691892562782186,27.996725106377223,353.442939951652250,4931.699999999999800,4854.3076172,4501
1551,86.691901562782192,27.996732106377223,352.646333998820980,4929.600000000000400,4854.7910156,4502
1552,86.691896562782190,27.996724106377226,354.089504881310400,4929.300000000000200,4854.4956055,4500
1553,86.691852562782188,27.996696106377225,353.198607834962270,4928.899999999999600,4854.1640625,4501
1554,86.691851562782190,27.996694106377223,353.142926638313900,4928.699999999999800,4854.2421875,4501
1555,86.691777562782192,27.996681106377224,353.198607834962270,4926.000000000000000,4855.8149414,4503
1556,86.691751562782187,27.996638106377222,353.644059121347030,4923.199999999999800,4857.3911133,4504
1557,86.691825562782185,27.996590106377223,353.254290120974930,4908.699999999999800,4859.2651367,4506
1558,86.691825562782185,27.996590106377223,351.549724890028360,4908.699999999999800,4859.2651367,4508
1559,86.691822562782193,27.996555106377222,351.438356143136280,4906.100000000000400,4861.0288086,4510
1560,86.691783562782192,27.996596106377226,352.234988759928910,4904.100000000000400,4858.5683594,4506
1561,86.691778562782190,27.996570106377224,354.680419388365690,4895.600000000000400,4860.5410156,4506
1562,86.691807562782188,27.996519106377225,355.806460919816520,4895.100000000000400,4863.0458984,4507
1563,86.691756562782189,27.996529106377224,355.917816327145770,4891.699999999999800,4863.0566406,4507
1564,86.691769562782198,27.996521106377223,356.876832424030230,4893.600000000000400,4863.4531250,4507
1565,86.691696562782198,27.996584106377224,357.673347111896530,4896.899999999999600,4860.4511719,4503
1566,86.691646562782196,27.996604106377223,356.007608114047850,4897.800000000000200,4858.5161133,4503
1567,86.691698562782193,27.996529106377224,355.266737189169080,4898.399999999999600,4863.1269531,4508
1568,86.691651562782198,27.996496106377226,357.934664622034690,0.000000000000000,4864.1464844,4506
1569,86.691691562782196,27.996436106377224,357.711965470040640,4889.399999999999600,4867.5742188,4510
1570,86.691765562782194,27.996459106377223,357.823316552601800,4897.800000000000200,4866.7460938,4509
1571,86.691725562782196,27.996407106377223,358.285766745752480,4896.300000000000200,4867.2812500,4509
1572,86.691779562782187,27.996376106377223,358.842505079506220,4896.600000000000400,4864.7875977,4506
1573,86.691705562782190,27.996331106377223,358.842505079506220,4895.000000000000000,4861.9433594,4503
1574,86.691692562782194,27.996349106377224,359.733266176405890,4894.899999999999600,4862.8627930,4503
1575,86.691715562782193,27.996302106377225,359.621922026741970,4898.800000000000200,4860.3476563,4501
1576,86.691715562782193,27.996302106377225,358.401663200676520,4898.800000000000200,4860.3476563,4502
1577,86.691725562782196,27.996266106377224,358.345988551404220,4897.100000000000400,4858.6010742,4500
1578,86.691725562782196,27.996266106377224,358.568684057647540,4897.100000000000400,4858.6010742,4500
1579,86.691721562782192,27.996232106377224,358.568684057647540,4895.000000000000000,4857.1186523,4499
1580,86.691721562782192,27.996232106377224,361.219327150956130,4895.000000000000000,4857.1186523,4496
1581,86.691715562782193,27.996185106377226,361.904413874820820,4894.100000000000400,4854.8950195,4493
1582,86.691715562782193,27.996185106377226,364.019773107646810,4894.100000000000400,4854.8950195,4491
1583,86.691710562782191,27.996146106377225,360.037733846606560,4893.100000000000400,4853.7441406,4494
1584,86.691710562782191,27.996146106377225,360.393364713924710,4893.100000000000400,4853.7441406,4493
1585,86.691751562782187,27.996052106377224,360.504706714514610,4893.199999999999800,4853.3588867,4493
1586,86.691641562782195,27.996091106377225,358.181245459295210,4892.399999999999600,4854.2558594,4496
1587,86.691647562782194,27.996102106377226,359.662819579544870,4892.300000000000200,4854.2885742,4495
1588,86.691696562782198,27.996194106377224,360.681959124461510,4901.300000000000200,4855.4946289,4495
1590,86.691731562782195,27.995973106377225,360.710333642588180,4906.899999999999600,4853.2617188,4493
1591,86.691762562782188,27.995959106377224,362.414523349495820,4907.100000000000400,4853.4721680,4491
1592,86.691697562782196,27.996016106377223,362.654209546872550,4912.399999999999600,4852.7441406,4490
1593,86.691618562782196,27.996036106377225,362.431537607974800,4917.500000000000000,4853.2871094,4491
1594,86.691650562782186,27.995957106377226,361.540837440311070,4917.100000000000400,4852.9628906,4491
1595,86.691717562782188,27.995866106377225,361.596506119774010,4909.800000000000200,4851.8144531,4490
1596,86.691818562782188,27.995809106377223,360.093406030182790,4903.800000000000200,4852.6674805,4493
1597,86.691818562782188,27.995809106377223,359.296983055128070,0.000000000000000,4852.6674805,4493
1598,86.691846562782189,27.995809106377223,357.759679492354220,4901.699999999999800,4853.5380859,4496
1599,86.691916562782197,27.995809106377223,357.759679492354220,4898.899999999999600,4857.1240234,4499
1600,86.691884562782192,27.995748106377224,357.759679492354220,4895.000000000000000,4856.4321289,4499
1601,86.691768562782187,27.995786106377224,357.648329564365950,4894.699999999999800,4852.2739258,4495
1602,86.691725562782196,27.995844106377223,357.481304642972190,4893.800000000000200,4851.9013672,4494
1603,86.691722562782189,27.995848106377224,357.536979307518890,4892.399999999999600,4851.7690430,4494
1604,86.691755562782191,27.995881106377226,356.757518107879600,4885.899999999999600,4852.4130859,4496
1605,86.691776562782195,27.995894106377225,356.646166467582590,4882.699999999999800,4852.6674805,4496
1606,86.691724562782198,27.995670106377226,355.905347955316640,4878.199999999999800,4851.5205078,4496
1607,86.691726562782193,27.995674106377223,355.905347955316640,4878.399999999999600,4851.6665039,4496
1608,86.691748562782195,27.995593106377225,354.312225810671070,4877.899999999999600,4849.1640625,4495
1609,86.691737562782194,27.995583106377225,352.719075469370520,4877.899999999999600,4848.7421875,4496
1610,86.691754562782194,27.995478106377224,352.719075469370520,4878.100000000000400,4847.5927734,4495
1611,86.691807562782188,27.995467106377223,352.719075469370520,4879.800000000000200,4847.2880859,4495
1612,86.691869562782188,27.995550106377223,352.663393535927470,4884.300000000000200,4849.4638672,4497
1613,86.692024562782194,27.995505106377223,352.607710341990980,4885.500000000000000,4847.2373047,4495
1614,86.691789562782191,27.995486106377225,353.721346394674920,4886.100000000000400,4847.5424805,4494
1615,86.691753562782196,27.995544106377224,352.757699007260210,4884.800000000000200,4848.4218750,4496
1616,86.691864562782186,27.995299106377225,352.924746548684030,4883.199999999999800,4843.1899414,4490
1617,86.691867562782193,27.995326106377224,352.813382054215820,4882.899999999999600,4844.0136719,4491
1618,86.691876562782198,27.995306106377225,353.091791977512680,4874.699999999999800,4843.0283203,4490
1619,86.691846562782189,27.995267106377224,352.980427996281830,4868.000000000000000,4842.7187500,4490
1620,86.691790562782188,27.995271106377224,353.648606931612680,4865.800000000000200,4843.6196289,4490
1621,86.691767562782189,27.995259106377222,352.629316492719450,4866.000000000000000,4843.9580078,4491
1622,86.691951562782194,27.995096106377225,351.687207117195670,4866.300000000000200,4840.9472656,4489
1623,86.692103562782194,27.994920106377226,350.890603268582480,4865.800000000000200,4839.1591797,4488
1624,86.692082562782190,27.994913106377226,351.169029424621670,4865.500000000000000,4838.8247070,4488
1625,86.692008562782192,27.994985106377225,351.057659491571090,4864.800000000000200,4840.3139648,4489
1626,86.691976562782187,27.995039106377224,352.856553149138960,4864.000000000000000,4840.9516602,4488
1627,86.691951562782194,27.995064106377225,353.764516579058120,4864.199999999999800,4840.8281250,4487
1628,86.691893562782198,27.995114106377223,354.394059305681990,4863.100000000000400,4840.8647461,4486
1629,86.691899562782197,27.995188106377224,354.338378674269220,4863.600000000000400,4841.9511719,4488
1630,86.691837562782197,27.995237106377225,354.449738510094680,4869.899999999999600,4842.5361328,4488
1631,86.691758562782198,27.995160106377224,354.227018500283010,4869.600000000000400,4842.8090820,4489
1632,86.691870562782185,27.994930106377225,355.987136975010460,4864.500000000000000,4839.7285156,4484
1633,86.691953562782189,27.994871106377225,356.098491841097600,4862.199999999999800,4838.6958008,4483
1634,86.691968562782193,27.994832106377224,356.543908060757080,4862.100000000000400,4838.1577148,4482
1635,86.692036562782192,27.994708106377225,355.747410184624300,4861.899999999999600,4837.5664063,4482
1636,86.692081562782192,27.994646106377225,354.449738510094680,4861.500000000000000,4836.2187500,4482
1637,86.692053562782192,27.994599106377223,353.653154573495160,4860.800000000000200,4835.7485352,4482
1638,86.692010562782187,27.994581106377225,353.597474156403170,4860.399999999999600,4836.4682617,4483
1639,86.692019562782193,27.994579106377223,353.820197999789970,4860.000000000000000,4836.3081055,4482
1640,86.692045562782198,27.994512106377226,354.655399829962510,4859.100000000000400,4836.0004883,4481
1641,86.692103562782194,27.994560106377225,354.599720937316020,4860.300000000000200,4834.6015625,4480
1642,86.692086562782194,27.994561106377223,353.340673835773430,4860.500000000000000,4834.8330078,4481
1643,86.692119562782196,27.994638106377224,353.173628209660930,4867.399999999999600,4835.7998047,4483
1644,86.691998562782189,27.994831106377223,351.357649134775500,4873.000000000000000,4837.9116211,4487
1645,86.691909562782186,27.994989106377226,351.413334348432270,4881.300000000000200,4839.8305664,4488
1646,86.691863562782189,27.995057106377224,352.912236044079800,4883.500000000000000,4840.3696289,4487
1647,86.691852562782188,27.995021106377223,352.856553149138960,4883.600000000000400,4840.3100586,4487
1648,86.691944562782197,27.994946106377224,352.411092274468330,4880.500000000000000,4839.7348633,4487
1649,86.691974562782192,27.994881106377225,352.355409866231410,4874.300000000000200,4838.4877930,4486
1650,86.691980562782192,27.994824106377223,353.391806887692210,4867.600000000000400,4838.0688477,4485
1651,86.691983562782198,27.994826106377225,353.447488961743890,4869.500000000000000,4838.0366211,4485
1652,86.692020562782190,27.994774106377225,352.946352510149610,4872.100000000000400,4837.8754883,4485
1653,86.691963562782192,27.994775106377226,353.130457324440390,4876.600000000000400,4838.2734375,4485
1654,86.692037562782190,27.994752106377224,353.982691719082880,4882.899999999999600,4837.7578125,4484
1655,86.692012562782196,27.994717106377223,355.520150518842970,4884.100000000000400,4837.6186523,4482
1656,86.691988562782186,27.994739106377224,357.113179848274850,4885.399999999999600,4837.7954102,4481
1657,86.691991562782192,27.994790106377224,358.761814263925200,4886.800000000000200,4838.0810547,4479
1658,86.692025562782192,27.994784106377224,359.558289318357770,4889.800000000000200,4837.8388672,4478
1659,86.692100562782187,27.994763106377224,359.502617700922310,4889.699999999999800,4836.4462891,4477
1660,86.692148562782194,27.994665106377223,360.449035125180840,4886.600000000000400,4836.0688477,4476
1661,86.692093562782190,27.994634106377223,360.449035125180840,4885.399999999999600,4835.8750000,4475
1662,86.692092562782193,27.994580106377224,361.022795336864870,4878.600000000000400,4834.6875000,4474
1663,86.692050562782185,27.994619106377225,361.189806046213730,4877.600000000000400,4835.9824219,4475
1664,86.692089562782186,27.994618106377224,361.356814778815820,4876.100000000000400,4835.5219727,4474
1665,86.692165562782193,27.994594106377225,361.245475312026710,4872.399999999999600,4834.2797852,4473
1666,86.692174562782185,27.994576106377224,363.043881671333790,4872.800000000000200,4833.9257813,4471
1667,86.692210562782194,27.994628106377224,363.099548215774580,4875.100000000000400,4834.3388672,4471
1668,86.692147562782196,27.994555106377224,363.283603630781670,4875.699999999999800,4834.1625977,4471
1669,86.692183562782191,27.994529106377225,365.099010835156210,4874.899999999999600,4833.8417969,4469
1670,86.692184562782188,27.994523106377223,365.099010835156210,4874.399999999999600,4833.9165039,4469
1671,86.692198562782195,27.994482106377223,365.154674586673250,4873.699999999999800,4833.9521484,4469
1672,86.692236562782185,27.994405106377226,368.250158240702380,4872.800000000000200,4832.6132813,4464
1673,86.692250562782192,27.994378106377223,368.545508432555100,4871.699999999999800,4833.5034180,4465
1674,86.692271562782196,27.994424106377224,370.527611698763790,4873.800000000000200,4832.1738281,4462
1675,86.692264562782185,27.994442106377225,372.804941360376120,4875.300000000000200,4832.1328125,4459
1676,86.692267562782192,27.994505106377225,373.918007194112590,4881.800000000000200,4831.5141602,4458
1677,86.692246562782188,27.994615106377225,373.918007194112590,0.000000000000000,4833.4199219,4460
1678,86.692276562782197,27.994497106377224,375.399006000552280,4882.699999999999800,4831.5200195,4456
1679,86.692294562782195,27.994493106377224,376.473403380930790,4883.800000000000200,4831.3525391,4455
1680,86.692290562782190,27.994453106377225,375.210500043017650,4883.000000000000000,4831.8984375,4457
1681,86.692317562782193,27.994395106377223,376.858401019190750,4880.800000000000200,4832.7382813,4456
1682,86.692357562782192,27.994305106377226,376.541556324218850,4879.500000000000000,4835.2680664,4459
1683,86.692340562782192,27.994341106377224,377.337645306566860,4879.300000000000200,4835.1855469,4458
1684,86.692340562782192,27.994242106377225,379.280785419297730,4875.300000000000200,4834.3769531,4455
1685,86.692339562782195,27.994258106377224,379.982582503291610,4875.399999999999600,4834.4877930,4455
1686,86.692352562782190,27.994380106377225,381.035278330210300,4884.500000000000000,4833.7675781,4453
1687,86.692348562782186,27.994317106377224,383.534628015839130,4885.500000000000000,4835.3569336,4452
1688,86.692359562782187,27.994228106377225,384.347639292776250,4882.199999999999800,4834.0605469,4450
1689,86.692385562782192,27.994216106377223,384.976716859480970,4881.600000000000400,4833.1577148,4448
1690,86.692421562782187,27.994241106377224,384.197765977828960,4880.399999999999600,4833.3378906,4449
1691,86.692418562782194,27.994251106377224,384.309045445268230,4880.300000000000200,4833.8393555,4450
1692,86.692453562782191,27.994211106377225,387.308946811878850,4879.600000000000400,4832.4023438,4445
1693,86.692482562782189,27.994253106377226,387.993619769701180,4881.199999999999800,4834.6313477,4447
1694,86.692536562782195,27.994246106377226,389.178992098819090,4879.500000000000000,4834.9448242,4446
1695,86.692511562782187,27.994249106377225,389.863597629619390,4879.399999999999600,4834.9951172,4445
1696,86.692550562782188,27.994225106377225,389.641064267325080,4877.300000000000200,4834.0805664,4444
1697,86.692537562782192,27.994203106377224,389.769374303034450,4875.399999999999600,4833.8886719,4444
1698,86.692579562782186,27.994162106377225,392.306852533257710,4871.800000000000200,4832.4658203,4440
1699,86.692591562782198,27.994210106377224,394.638732974100610,4870.600000000000400,4832.8369141,4438
1700,86.692524562782197,27.994127106377224,394.861243856384700,4865.699999999999800,4834.8959961,4440
1701,86.692592562782195,27.994141106377224,394.861243856384700,4871.000000000000000,4832.0756836,4437
1702,86.692626562782195,27.994169106377225,394.805615640723890,4872.199999999999800,4831.6044922,4437
1703,86.692619562782198,27.994083106377225,396.268955506220100,4870.699999999999800,4831.4062500,4435
1704,86.692654562782195,27.994007106377225,397.064755312965360,4865.399999999999600,4828.8935547,4432
1705,86.692656562782190,27.993985106377224,397.304255428518160,4863.399999999999600,4828.3491211,4431
1706,86.692577562782191,27.993994106377222,399.045639592762310,4860.699999999999800,4831.3452148,4432
1707,86.692544562782189,27.994023106377224,399.045639592762310,4859.399999999999600,4833.3706055,4434
1708,86.692667562782191,27.994004106377226,397.877542352849560,4863.199999999999800,4828.1259766,4430
1709,86.692670562782197,27.994038106377225,400.320412663590790,4865.000000000000000,4828.1049805,4428
1710,86.692680562782186,27.994026106377223,398.373615294285120,4863.899999999999600,4827.5336914,4429
1711,86.692677562782194,27.994005106377223,398.317992059633470,4863.000000000000000,4827.5395508,4429
1712,86.692710562782196,27.994037106377224,398.317992059633470,4863.399999999999600,4826.1855469,4428
1713,86.692660562782194,27.994072106377224,398.373615294285120,4863.600000000000400,4829.6059570,4431
1714,86.692718562782190,27.993848106377225,401.595153683221100,4861.899999999999600,4823.6499023,4422
1715,86.692755562782196,27.993769106377226,404.204705366449160,4861.000000000000000,4823.5346680,4419
1716,86.692841562782192,27.993817106377225,405.094581287379410,4865.199999999999800,4825.6015625,4421
1717,86.692774562782191,27.993767106377224,405.779016671460570,4870.500000000000000,4823.9458008,4418
1718,86.692801562782194,27.993671106377224,406.318135728306170,4875.199999999999800,4821.4423828,4415
1719,86.692852562782193,27.993738106377226,406.262520828883230,4874.899999999999600,4825.4184570,4419
1720,86.692668562782188,27.993723106377224,407.263592694894160,4873.699999999999800,4825.2011719,4418
1721,86.692607562782186,27.993693106377226,406.412369888065600,4873.699999999999800,4824.9570313,4419
1722,86.692759562782186,27.993748106377225,407.469054129951590,4868.500000000000000,4823.6660156,4416
1723,86.692749562782197,27.993785106377224,410.150933746255420,4869.600000000000400,4823.4619141,4413
1724,86.692761562782195,27.993764106377224,414.890230000346380,4870.600000000000400,4823.6733398,4409
1725,86.692748562782185,27.993847106377224,415.001444225637100,4872.199999999999800,4824.0874023,4409
1728,86.692892562782191,27.993640106377224,419.261498964451900,4872.500000000000000,4818.8090820,4400
1729,86.692952562782196,27.993682106377225,420.112531963628100,4873.199999999999800,4822.7485352,4403
1730,86.692957562782198,27.993661106377225,421.669377111615970,4872.199999999999800,4821.1079102,4399
1731,86.692804562782186,27.993568106377225,422.058582257248130,4872.699999999999800,4815.3476563,4393
1732,86.692813562782192,27.993620106377225,421.173508206968510,4866.000000000000000,4818.1098633,4397
1733,86.692800562782196,27.993569106377223,419.582623496550300,4865.300000000000200,4815.4594727,4396
1734,86.692800562782196,27.993569106377223,421.243218119690250,4865.300000000000200,4815.4594727,4394
1735,86.692736562782187,27.993484106377224,421.872024934631720,4871.800000000000200,4815.1230469,4393
1736,86.692635562782186,27.993499106377225,421.037791775568340,4871.699999999999800,4819.5249023,4398
1737,86.692751562782192,27.993494106377224,421.037791775568340,4865.699999999999800,4814.6469727,4394
1738,86.692764562782187,27.993476106377223,421.777832540815100,4865.800000000000200,4814.7456055,4393
1739,86.692761562782195,27.993430106377225,422.740317720509490,4868.199999999999800,4814.5644531,4392
1740,86.692837562782188,27.993420106377226,423.369066613177950,4871.500000000000000,4813.6113281,4390
1741,86.692776562782186,27.993352106377223,423.369066613177950,4875.500000000000000,4813.8183594,4390
1742,86.692857562782194,27.993327106377222,423.424678147764380,4874.500000000000000,4814.4086914,4391
1743,86.692675562782185,27.993348106377223,423.424678147764380,0.000000000000000,4816.5034180,4393
1744,86.692668562782188,27.993350106377225,421.722216763201740,4868.500000000000000,4816.7167969,4395
1745,86.692697562782186,27.993322106377224,421.204640924792390,4867.800000000000200,4816.1474609,4395
1746,86.692711562782193,27.993357106377225,419.500903972290530,4868.000000000000000,4815.3579102,4396
1747,86.692716562782195,27.993293106377223,419.445300490111090,4867.899999999999600,4816.3666992,4397
1748,86.692715562782197,27.993298106377225,419.945725388870470,4868.699999999999800,4816.2763672,4396
1749,86.692696562782189,27.993242106377224,419.150292682921080,4869.199999999999800,4819.4975586,4400
1750,86.692708562782187,27.993234106377223,413.526153948543140,4869.500000000000000,4820.2695313,4407
1751,86.692683562782193,27.993179106377223,412.786204133852890,4867.199999999999800,4824.2905273,4412
1752,86.692658562782185,27.993187106377224,412.230109640693000,4866.000000000000000,4823.7353516,4412
1753,86.692633562782191,27.993195106377225,410.638984374364840,4864.800000000000200,4821.8388672,4411
1754,86.700507000000002,27.957523999999999,151.885559082031250,4708.000000000000000,4703.9985352,4552
1755,86.700517000000005,27.957477999999998,154.810195922851560,4704.000000000000000,4702.6313477,4548
1756,86.700525999999996,27.957435000000000,153.891098022460940,4702.000000000000000,4701.3789063,4547
1757,86.700548999999995,27.957388999999999,153.541275024414060,4704.000000000000000,4700.1884766,4547
1758,86.700550000000007,27.957332999999998,154.580596923828120,4704.000000000000000,4699.3627930,4545
1759,86.700560999999993,27.957283000000000,152.872756958007810,4703.000000000000000,4698.6367188,4546
1760,86.700599999999994,27.957257999999999,153.619491577148440,4704.000000000000000,4699.2958984,4546
1761,86.700597999999999,27.957218999999998,152.386764526367190,4705.000000000000000,4701.0195313,4549
1762,86.700592999999998,27.957169000000000,150.778106689453130,4708.000000000000000,4704.1879883,4553
1763,86.700612000000007,27.957132000000001,153.796936035156250,4710.000000000000000,4706.2539063,4552
1764,86.700619000000003,27.957108000000002,154.413299560546870,4714.000000000000000,4708.0952148,4554
1765,86.700638999999995,27.957051000000000,155.896606445312500,4716.000000000000000,4712.3349609,4556
1766,86.700642000000002,27.957020000000000,158.889205932617190,4716.000000000000000,4712.4423828,4554
1767,86.700661999999994,27.956969000000001,160.790328979492190,4714.000000000000000,4713.0874023,4552
1768,86.700677999999996,27.956951000000000,162.221405029296870,4718.000000000000000,4713.4062500,4551
1769,86.700692000000004,27.956951000000000,163.678527832031250,4719.000000000000000,4713.3071289,4550
1770,86.700714000000005,27.956861000000000,164.467178344726560,4717.000000000000000,4715.5444336,4551
1771,86.700740999999994,27.956804999999999,165.208770751953120,4715.000000000000000,4713.7202148,4549
1772,86.700755000000001,27.956758000000001,166.174865722656250,4701.000000000000000,4709.8969727,4544
1773,86.700778000000000,27.956757000000000,163.333786010742190,4706.000000000000000,4709.6049805,4546
1774,86.700699000000000,27.956820000000000,158.884140014648440,4704.000000000000000,4714.5854492,4556
1775,86.700692000000004,27.956818999999999,156.168197631835940,4701.000000000000000,4714.4663086,4558
1776,86.700852999999995,27.956647000000000,152.830749511718750,4704.000000000000000,4703.1918945,4550
1777,86.700902999999997,27.956610999999999,148.725418090820310,4703.000000000000000,4698.6831055,4550
1778,86.700925999999995,27.956572999999999,147.315170288085940,4704.000000000000000,4698.9892578,4552
1779,86.700965999999994,27.956513000000001,146.819000244140620,4704.000000000000000,4699.1914063,4552
1780,86.700981999999996,27.956485000000001,147.315170288085940,4705.000000000000000,4698.7070313,4551
1781,86.700992999999997,27.956448999999999,146.150436401367190,4710.000000000000000,4698.1655273,4552
1782,86.701031000000000,27.956406000000001,146.944305419921870,4709.000000000000000,4697.8110352,4551
1783,86.701025999999999,27.956368999999999,146.944305419921870,4706.000000000000000,4697.7597656,4551
1784,86.701054999999997,27.956326000000001,147.341232299804690,4704.000000000000000,4696.6455078,4549
1785,86.701051000000007,27.956275999999999,147.142776489257810,4707.000000000000000,4696.5668945,4549
1786,86.701066999999995,27.956246000000000,146.745834350585940,4706.000000000000000,4695.9863281,4549
1787,86.701096000000007,27.956199999999999,146.129425048828120,4706.000000000000000,4694.1381836,4548
1788,86.701117999999994,27.956154000000002,145.758560180664060,4703.000000000000000,4693.5200195,4548
1789,86.701127000000000,27.956111000000000,145.460861206054690,4703.000000000000000,4693.8764648,4548
1790,86.701181000000005,27.956064999999999,145.116073608398440,4700.000000000000000,4693.2294922,4548
1791,86.701189999999997,27.956012999999999,141.678985595703120,4702.000000000000000,4693.0327148,4551
1792,86.701184999999995,27.955960000000001,140.639511108398440,4702.000000000000000,4695.2846680,4555
1793,86.701205000000002,27.955936000000001,140.044052124023440,4701.000000000000000,4695.3642578,4555
1794,86.701235999999994,27.955897000000000,141.234954833984380,4697.000000000000000,4694.6630859,4553
1795,86.701239000000001,27.955846999999999,140.738739013671870,4699.000000000000000,4695.3891602,4555
1796,86.701256999999998,27.955826999999999,141.506576538085940,4702.000000000000000,4696.4975586,4555
1797,86.701268999999996,27.955795999999999,142.123031616210940,4704.000000000000000,4698.4287109,4556
1798,86.701256000000001,27.955765000000000,142.765548706054690,4709.000000000000000,4699.7333984,4557
1799,86.701286999999994,27.955732000000001,144.719131469726560,4709.000000000000000,4702.3833008,4558
1800,86.701312000000001,27.955683000000001,148.631256103515620,4709.000000000000000,4703.4599609,4555
1801,86.701330999999996,27.955632000000001,148.600112915039060,4708.000000000000000,4705.9682617,4557
1802,86.701351000000003,27.955604000000001,152.533065795898440,4711.000000000000000,4707.7978516,4555
1803,86.701369999999997,27.955570999999999,157.134353637695310,4712.000000000000000,4709.8579102,4553
1804,86.701391000000001,27.955528000000001,157.996215820312500,4715.000000000000000,4712.0297852,4554
1805,86.701408999999998,27.955506000000000,158.043289184570310,4716.000000000000000,4713.4028320,4555
1806,86.701392999999996,27.955473000000001,160.168930053710940,4717.000000000000000,4715.4707031,4555
1807,86.701421999999994,27.955442999999999,162.221405029296870,4722.000000000000000,4715.2900391,4553
1808,86.701457000000005,27.955399000000000,162.717498779296870,4733.000000000000000,4714.3149414,4552
1809,86.701496000000006,27.955378000000000,161.505874633789060,4725.000000000000000,4713.0825195,4552
1810,86.701547000000005,27.955366999999999,158.638626098632810,4719.000000000000000,4712.0122070,4553
1811,86.701593000000003,27.955328999999999,157.526184082031250,4717.000000000000000,4711.5566406,4554
1812,86.701661999999999,27.955310000000001,157.254577636718750,4718.000000000000000,4712.5766602,4555
1813,86.701684000000000,27.955266000000002,156.956909179687500,4720.000000000000000,4712.3720703,4555
1814,86.701714999999993,27.955209000000000,156.857696533203120,4722.000000000000000,4712.3852539,4556
1815,86.701758999999996,27.955165999999998,156.857696533203120,4723.000000000000000,4712.0771484,4555
1816,86.701781999999994,27.955147000000000,158.168579101562500,4720.000000000000000,4712.0424805,4554
1817,86.701835000000003,27.955113999999998,158.414108276367190,4717.000000000000000,4711.9609375,4554
1818,86.701865999999995,27.955067000000000,159.108657836914060,4716.000000000000000,4713.1665039,4554
1819,86.701875999999999,27.955036000000000,158.983367919921870,4719.000000000000000,4714.1323242,4555
1820,86.701901000000007,27.954992000000001,159.453384399414060,4719.000000000000000,4715.3022461,4556
1821,86.701910999999996,27.954955999999999,160.910552978515620,4717.000000000000000,4715.9384766,4555
1822,86.701915999999997,27.954898000000000,162.889846801757810,4721.000000000000000,4716.1665039,4553
1823,86.701920000000001,27.954857000000001,163.307723999023440,4719.000000000000000,4715.2055664,4552
1824,86.701931000000002,27.954805000000000,164.247756958007810,4716.000000000000000,4714.2744141,4550
1825,86.701943000000000,27.954772999999999,164.320907592773440,4714.000000000000000,4713.4042969,4549
1826,86.701948999999999,27.954708000000000,161.949813842773440,4713.000000000000000,4711.1923828,4549
1827,86.701971000000000,27.954647999999999,161.108993530273440,4710.000000000000000,4710.3344727,4549
1828,86.702010999999999,27.954604000000000,159.427322387695310,4709.000000000000000,4708.5649414,4549
1829,86.702036000000007,27.954564000000001,159.677902221679690,4711.000000000000000,4706.9042969,4547
1830,86.702078000000000,27.954542000000000,159.035507202148440,4707.000000000000000,4705.7749023,4547
1831,86.702121000000005,27.954499999999999,157.896987915039060,4705.000000000000000,4704.8823242,4547
1832,86.702173000000002,27.954477000000001,157.500106811523440,4703.000000000000000,4704.2631836,4547
1833,86.702218000000002,27.954429999999999,158.069366455078120,4704.000000000000000,4703.9487305,4546
1834,86.702241000000001,27.954387000000001,158.043289184570310,4706.000000000000000,4704.2714844,4546
1835,86.702296000000004,27.954345000000000,158.367034912109370,4704.000000000000000,4703.2299805,4545
1836,86.702343999999997,27.954294000000001,156.486862182617190,4703.000000000000000,4703.4731445,4547
