OBJECTID,long_,lat,thick,alt,Z_Lorenzo,bed_Z
808,86.696236998359126,28.011762850473026,298.165313081110870,4921.500000000000000,4895.4472656,4597
809,86.696237998359123,28.011762850473026,298.165313081110870,4921.399999999999600,4895.3823242,4597
810,86.696256998359118,28.011734850473029,299.761560387215070,4920.500000000000000,4894.3090820,4595
811,86.696259998359125,28.011728850473027,302.155707187798160,4920.199999999999800,4894.0747070,4592
812,86.696296998359117,28.011649850473027,302.155707187798160,4918.600000000000400,4893.6274414,4591
813,86.696296998359117,28.011694850473027,302.953693263092480,4918.699999999999800,4892.3486328,4589
814,86.696337998359127,28.011680850473027,304.549602919510900,4919.300000000000200,4890.8168945,4586
815,86.696330998359116,28.011639850473028,304.629281639780460,4920.000000000000000,4892.1235352,4587
816,86.696327998359124,28.011562850473027,305.586528606317640,4916.800000000000200,4893.5649414,4588
817,86.696289998359120,28.011581850473029,307.341598872658550,4914.199999999999800,4895.6938477,4588
818,86.696368998359119,28.011689850473029,308.219095964505070,4921.500000000000000,4889.5419922,4581
819,86.696378998359123,28.011677850473028,308.298762396740870,4922.899999999999600,4889.5258789,4581
820,86.696496998359123,28.011613850473029,309.734990915836930,4924.699999999999800,4883.2890625,4574
821,86.696500998359127,28.011618850473027,310.373383400499730,4923.899999999999600,4883.4355469,4573
822,86.696482998359116,28.011611850473027,310.134408726777220,4924.100000000000400,4883.5629883,4573
823,86.696479998359123,28.011612850473028,310.134408726777220,4924.199999999999800,4883.6938477,4574
824,86.696489998359127,28.011594850473028,310.134408726777220,4924.800000000000200,4883.5576172,4573
825,86.696490998359124,28.011589850473026,310.134408726777220,4924.899999999999600,4883.5942383,4573
826,86.696460998359115,28.011428850473028,310.293728850104630,4928.100000000000400,4887.6269531,4577
827,86.696413998359120,28.011434850473027,309.655329175100010,4927.500000000000000,4890.5273438,4581
828,86.696331998359128,28.011304850473028,309.655329175100010,4927.199999999999800,4893.3769531,4584
829,86.696541998359123,28.011250850473029,309.655329175100010,0.000000000000000,4883.5688477,4574
830,86.696605998359118,28.011215850473029,309.655329175100010,4926.800000000000200,4879.9472656,4570
831,86.696600998359116,28.011233850473026,308.857548597657460,4926.800000000000200,4880.6674805,4572
832,86.696609998359122,28.011197850473028,308.698224264684090,4926.899999999999600,4879.2490234,4571
833,86.696585998359126,28.011191850473029,308.698224264684090,4926.899999999999600,4880.0830078,4571
834,86.696591998359125,28.011301850473028,308.698224264684090,4926.000000000000000,4882.3222656,4574
835,86.696564998359122,28.011303850473027,308.698224264684090,4922.699999999999800,4882.9248047,4574
836,86.696652998359127,28.011295850473029,308.698224264684090,4919.899999999999600,4880.5317383,4572
837,86.696639998359117,28.011337850473026,308.698224264684090,4923.300000000000200,4881.1938477,4572
838,86.696661998359119,28.011288850473029,308.857548597657460,4923.199999999999800,4879.9301758,4571
839,86.696670998359124,28.011334850473027,309.734990915836930,4919.500000000000000,4880.6772461,4571
840,86.696700998359120,28.011314850473028,310.532701982908180,4919.500000000000000,4880.6347656,4570
841,86.696686998359127,28.011394850473028,311.330428350006850,4920.800000000000200,4882.0341797,4571
842,86.696719998359114,28.011409850473029,312.128129290932070,4923.500000000000000,4883.4716797,4571
843,86.696739998359121,28.011407850473027,312.925763830639600,4924.399999999999600,4884.5014648,4572
844,86.696753998359128,28.011273850473028,313.723414251709700,4924.300000000000200,4881.0654297,4567
845,86.696742998359127,28.011267850473029,314.680332134589610,4925.300000000000200,4880.3535156,4566
846,86.696839998359124,28.011211850473028,314.680332134589610,4930.399999999999600,4881.3823242,4567
847,86.696846998359121,28.011229850473029,314.680332134589610,4930.100000000000400,4882.4370117,4568
848,86.696815998359128,28.011197850473028,314.680332134589610,4921.500000000000000,4879.9511719,4565
849,86.696815998359128,28.011194850473029,314.680332134589610,4921.199999999999800,4879.8100586,4565
850,86.696927998359115,28.011222850473029,314.680332134589610,4924.000000000000000,4884.1806641,4570
851,86.696948998359119,28.011190850473028,314.600686061500770,4925.000000000000000,4883.9321289,4569
852,86.697018998359127,28.011077850473029,314.600686061500770,4926.300000000000200,4884.1904297,4570
853,86.697077998359120,28.011078850473027,314.600686061500770,4927.000000000000000,4886.4228516,4572
854,86.696975998359122,28.011014850473028,314.600686061500770,4920.500000000000000,4883.4667969,4569
855,86.696975998359122,28.011034850473028,315.398243351579140,4920.699999999999800,4883.1362305,4568
856,86.697017998359115,28.010998850473026,316.993366592263330,4920.399999999999600,4884.1938477,4567
857,86.697010998359119,28.011092850473027,319.465461211577860,4921.699999999999800,4884.0493164,4565
858,86.697003998359122,28.011123850473027,320.422170473857820,4923.199999999999800,4884.2182617,4564
859,86.696980998359123,28.011079850473028,321.219552857864760,4923.699999999999800,4882.9428711,4562
860,86.697008998359124,28.011063850473029,321.219552857864760,4923.899999999999600,4883.8022461,4563
861,86.696977998359117,28.011037850473027,321.378805067688010,4922.600000000000400,4883.1826172,4562
862,86.697031998359122,28.011036850473026,323.212435997593100,4925.600000000000400,4884.2797852,4561
863,86.697025998359123,28.011031850473028,323.451296839785360,4927.500000000000000,4884.1225586,4561
864,86.696944998359115,28.011006850473027,323.610536210833740,4937.199999999999800,4882.6059570,4559
865,86.696992998359121,28.010986850473028,325.843196520994130,4936.300000000000200,4884.1591797,4558
866,86.697070998359123,28.010938850473028,326.401590393255450,4933.199999999999800,4882.8896484,4556
867,86.697118998359116,28.010916850473027,327.757252380630230,4934.000000000000000,4881.6293945,4554
868,86.697246998359120,28.011021850473028,327.757252380630230,4933.300000000000200,4884.6108398,4557
869,86.697264998359117,28.011044850473027,327.677644386773010,4934.500000000000000,4883.8911133,4556
870,86.697290998359122,28.011058850473027,327.518427744407010,4936.500000000000000,4883.0756836,4556
871,86.697296998359121,28.011077850473029,327.518427744407010,4936.300000000000200,4882.9311523,4555
872,86.697324998359122,28.011073850473029,328.315650406996270,4937.300000000000200,4883.1010742,4555
873,86.697261998359124,28.011091850473029,329.830387334748420,4939.699999999999800,4883.6235352,4554
874,86.697323998359124,28.011184850473029,330.627547347096820,4946.399999999999600,4882.7563477,4552
875,86.697318998359123,28.011168850473027,330.627547347096820,4946.300000000000200,4882.4746094,4552
876,86.697277998359127,28.011148850473027,331.265448565522600,4945.199999999999800,4882.7675781,4552
877,86.697254998359128,28.011081850473026,331.265448565522600,4945.100000000000400,4883.8154297,4553
878,86.697347998359120,28.011039850473029,331.265448565522600,4944.300000000000200,4883.0634766,4552
879,86.697341998359121,28.011064850473026,331.265448565522600,4943.199999999999800,4883.2036133,4552
880,86.697403998359121,28.011044850473027,332.062570261003260,4938.100000000000400,4884.6860352,4553
881,86.697342998359119,28.011076850473028,332.062570261003260,4937.199999999999800,4883.3134766,4551
882,86.697402998359124,28.011059850473028,332.062570261003260,4933.899999999999600,4884.5878906,4553
883,86.697431998359122,28.011113850473027,332.062570261003260,4934.600000000000400,4885.8779297,4554
884,86.697479998359128,28.011110850473028,332.301358285011080,4937.300000000000200,4886.8959961,4555
885,86.697459998359122,28.011049850473029,332.301358285011080,4937.800000000000200,4886.5756836,4554
886,86.697512998359116,28.011020850473027,332.301358285011080,4936.699999999999800,4887.7275391,4555
887,86.697487998359122,28.010999850473027,332.301358285011080,4936.000000000000000,4886.6757813,4554
888,86.697547998359127,28.010932850473029,332.301358285011080,4936.500000000000000,4888.0341797,4556
889,86.697535998359115,28.010919850473027,332.301358285011080,4937.199999999999800,4888.0346680,4556
890,86.697545998359118,28.011003850473028,332.221762486392550,4940.399999999999600,4888.7866211,4557
891,86.697518998359115,28.011012850473026,333.018858977049380,4943.000000000000000,4888.0048828,4555
892,86.697536998359126,28.010993850473028,333.018858977049380,4947.199999999999800,4888.6108398,4556
893,86.697528998359118,28.010987850473029,333.018858977049380,4946.899999999999600,4888.2514648,4555
894,86.697658998359117,28.010911850473029,333.815893652795070,4941.399999999999600,4888.4492188,4555
895,86.697656998359122,28.010867850473026,335.409983096822770,4939.100000000000400,4888.7543945,4553
896,86.697699998359127,28.010917850473028,335.409983096822770,4930.899999999999600,4888.6318359,4553
897,86.697699998359127,28.010917850473028,335.409983096822770,4930.899999999999600,4888.6318359,4553
898,86.697748998359117,28.010889850473028,335.569157964407400,4933.000000000000000,4888.3554688,4553
899,86.697748998359117,28.010889850473028,335.330395357971270,4933.000000000000000,4888.3554688,4553
900,86.697763998359122,28.010862850473028,335.330395357971270,4933.800000000000200,4887.0864258,4552
901,86.697763998359122,28.010862850473028,336.924366192492130,4933.800000000000200,4887.0864258,4550
902,86.697814998359121,28.010816850473027,336.844782299711200,4936.600000000000400,4885.7880859,4549
903,86.697813998359123,28.010816850473027,340.032532644235350,4936.600000000000400,4885.7753906,4546
904,86.697833998359116,28.010778850473027,342.423128954580760,4938.100000000000400,4885.4311523,4543
905,86.697833998359116,28.010778850473027,343.140401160051400,4938.100000000000400,4885.4311523,4542
906,86.697858998359123,28.010748850473028,343.937183622775140,4938.399999999999600,4885.2758789,4541
907,86.697858998359123,28.010747850473027,344.733988124069410,4938.399999999999600,4885.2929688,4541
908,86.697891998359125,28.010713850473028,344.733988124069410,4938.800000000000200,4885.2260742,4540
909,86.697891998359125,28.010713850473028,344.733988124069410,4938.800000000000200,4885.2260742,4540
910,86.697937998359123,28.010678850473028,344.733988124069410,4940.300000000000200,4887.0634766,4542
911,86.697937998359123,28.010678850473028,344.733988124069410,4940.300000000000200,4887.0634766,4542
912,86.697955998359120,28.010665850473028,344.813552790803100,4941.000000000000000,4888.0307617,4543
913,86.697955998359120,28.010665850473028,344.972681562715540,4941.000000000000000,4888.0307617,4543
914,86.697985998359115,28.010634850473028,344.972681562715540,4942.800000000000200,4889.8378906,4545
915,86.697985998359115,28.010634850473028,344.972681562715540,4942.800000000000200,4889.8378906,4545
916,86.698017998359120,28.010613850473028,344.972681562715540,4944.100000000000400,4890.4335938,4545
917,86.698017998359120,28.010613850473028,344.893117270308550,4944.100000000000400,4890.4335938,4546
918,86.698056998359121,28.010593850473029,344.893117270308550,4945.899999999999600,4890.4208984,4546
919,86.698056998359121,28.010593850473029,344.893117270308550,4945.899999999999600,4890.4208984,4546
920,86.698090998359120,28.010565850473029,345.689899244647110,4947.399999999999600,4891.4956055,4546
921,86.698090998359120,28.010565850473029,345.689899244647110,4947.399999999999600,4891.4956055,4546
922,86.698111998359124,28.010536850473027,346.327499930935120,4949.600000000000400,4891.8793945,4546
923,86.698112998359122,28.010532850473027,348.717649535672250,4949.899999999999600,4891.8676758,4543
924,86.698137998359115,28.010485850473028,348.717649535672250,4951.600000000000400,4894.3105469,4546
925,86.698137998359115,28.010485850473028,349.514343304687490,4951.600000000000400,4894.3105469,4545
926,86.698185998359122,28.010440850473028,351.107635759247780,4951.399999999999600,4895.8769531,4545
927,86.698188998359115,28.010440850473028,351.107635759247780,4951.300000000000200,4895.9208984,4545
928,86.698203998359119,28.010413850473029,351.187185827296900,4951.100000000000400,4895.8242188,4545
929,86.698203998359119,28.010413850473029,352.063372145370980,4951.100000000000400,4895.8242188,4544
930,86.698232998359117,28.010388850473028,352.939537207695990,4950.899999999999600,4896.5268555,4544
931,86.698232998359117,28.010388850473028,352.939537207695990,4950.899999999999600,4896.5268555,4544
932,86.698265998359119,28.010353850473027,352.939537207695990,4952.000000000000000,4897.8613281,4545
933,86.698265998359119,28.010353850473027,353.019083224958080,4952.000000000000000,4897.8613281,4545
934,86.698283998359116,28.010320850473029,353.098629067746630,4952.500000000000000,4899.2543945,4546
935,86.698283998359116,28.010320850473029,353.098629067746630,4952.500000000000000,4899.2543945,4546
936,86.698292998359122,28.010300850473026,354.612220459140530,4953.399999999999600,4900.0629883,4545
937,86.698292998359122,28.010300850473026,356.125790552356530,4953.399999999999600,4900.0629883,4544
938,86.698305998359118,28.010261850473029,357.639258080592300,4954.600000000000400,4900.2900391,4543
939,86.698305998359118,28.010261850473029,358.435756746507820,4954.600000000000400,4900.2900391,4542
940,86.698323998359115,28.010215850473028,359.232197671137670,4955.399999999999600,4902.4536133,4543
941,86.698323998359115,28.010215850473028,361.621503137884080,4955.399999999999600,4902.4536133,4541
942,86.698341998359126,28.010167850473028,361.621503137884080,4955.199999999999800,4903.4453125,4542
943,86.698342998359124,28.010168850473029,363.214319252636980,4955.199999999999800,4903.4609375,4540
944,86.698382998359122,28.010148850473026,365.603382219481770,4958.500000000000000,4904.3696289,4539
945,86.698382998359122,28.010148850473026,366.399677582918680,4958.500000000000000,4904.3696289,4538
946,86.698445998359119,28.010159850473027,366.320159340171130,4959.600000000000400,4906.7338867,4540
947,86.698445998359119,28.010159850473027,366.320159340171130,4959.600000000000400,4906.7338867,4540
948,86.698482998359125,28.010152850473027,366.161122386124930,4960.899999999999600,4907.5307617,4541
949,86.698482998359125,28.010152850473027,366.081608791348860,4960.899999999999600,4907.5307617,4541
950,86.698498998359128,28.010146850473028,366.081608791348860,4962.399999999999600,4907.7910156,4542
951,86.698498998359128,28.010146850473028,366.081608791348860,4962.399999999999600,4907.7910156,4542
952,86.698544998359125,28.010150850473028,366.877935677770100,4965.500000000000000,4909.7939453,4543
953,86.698518998359120,28.010140850473029,369.266782360830400,4967.100000000000400,4908.4301758,4539
954,86.698589998359125,28.010155850473026,372.451711307949490,4968.199999999999800,4911.9111328,4539
955,86.698589998359125,28.010155850473026,373.247916267058140,4968.199999999999800,4911.9111328,4539
956,86.698679998359125,28.010165850473030,374.044065495949440,4968.300000000000200,4915.5776367,4542
957,86.698671998359117,28.010152850473027,375.795397849009700,4969.600000000000400,4915.3100586,4540
958,86.698686998359122,28.010172850473026,376.750497987162080,4970.600000000000400,4915.8500977,4539
959,86.698690998359126,28.010166850473027,378.342736039051320,4970.300000000000200,4915.9042969,4538
960,86.698746998359127,28.010197850473027,378.422231790536960,4968.100000000000400,4918.4887695,4540
961,86.698746998359127,28.010197850473027,378.581222868669730,4968.100000000000400,4918.4887695,4540
962,86.698802998359128,28.010204850473027,378.581222868669730,4968.000000000000000,4919.9077148,4541
963,86.698803998359125,28.010201850473027,378.581222868669730,4967.899999999999600,4919.9038086,4541
964,86.698803998359125,28.010201850473027,377.785115304319560,4967.899999999999600,4919.9038086,4542
965,86.698857998359117,28.010242850473027,377.785115304319560,4972.100000000000400,4918.9951172,4541
966,86.698857998359117,28.010242850473027,376.192898093490670,4972.100000000000400,4918.9951172,4543
967,86.698914998359115,28.010244850473029,375.396747425583900,4969.800000000000200,4919.6503906,4544
968,86.698914998359115,28.010244850473029,374.600582122369250,4969.899999999999600,4919.6503906,4545
969,86.698959998359115,28.010237850473029,374.680084643560240,4968.000000000000000,4920.6533203,4546
970,86.698959998359115,28.010237850473029,374.042954707274650,4968.000000000000000,4920.6533203,4547
971,86.699011998359126,28.010247850473029,373.883947172470980,4967.399999999999600,4919.2207031,4545
972,86.699011998359126,28.010247850473029,373.804443184820970,4967.399999999999600,4919.2207031,4545
973,86.699011998359126,28.010247850473029,372.849237212643290,4967.399999999999600,4919.2207031,4546
974,86.699044998359128,28.010247850473029,373.645434768555730,4967.699999999999800,4918.8334961,4545
975,86.699044998359128,28.010247850473029,373.565930339753040,4967.699999999999800,4918.8334961,4545
976,86.699101998359126,28.010243850473028,374.044065495949440,4968.300000000000200,4917.6958008,4544
977,86.699101998359126,28.010243850473028,375.636401854985310,4968.300000000000200,4917.6958008,4542
978,86.699098998359119,28.010237850473029,376.432507237031250,4967.199999999999800,4918.0830078,4542
979,86.699098998359119,28.010237850473029,378.024756730179940,4967.199999999999800,4918.0830078,4540
980,86.699176998359121,28.010211850473027,378.024756730179940,4970.500000000000000,4918.8632813,4541
981,86.699176998359121,28.010211850473027,378.820860014519780,4970.500000000000000,4918.8632813,4540
982,86.699225998359125,28.010188850473028,378.820860014519780,4971.800000000000200,4920.0312500,4541
983,86.699227998359120,28.010187850473027,378.979844560081400,4971.000000000000000,4920.0585938,4541
984,86.699277998359122,28.010171850473029,379.059339178887170,4969.600000000000400,4920.7050781,4542
985,86.699277998359122,28.010171850473029,379.059339178887170,4969.600000000000400,4920.7050781,4542
986,86.699311998359121,28.010166850473027,379.059339178887170,4969.199999999999800,4921.3725586,4542
987,86.699311998359121,28.010166850473027,379.059339178887170,4969.199999999999800,4921.3725586,4542
988,86.699332998359125,28.010150850473028,378.263240145833660,4967.800000000000200,4921.9760742,4544
989,86.699332998359125,28.010150850473028,378.263240145833660,4967.800000000000200,4921.9760742,4544
990,86.699367998359122,28.010136850473028,377.467126889650610,4965.899999999999600,4921.9526367,4544
991,86.699367998359122,28.010136850473028,375.874898186806550,4965.899999999999600,4921.9526367,4546
992,86.699403998359116,28.010120850473029,375.795397849009700,4963.800000000000200,4921.9345703,4546
993,86.699402998359119,28.010121850473027,374.999239927431800,4963.800000000000200,4921.9179688,4547
994,86.699429998359122,28.010104850473027,374.999239927431800,4960.100000000000400,4922.3647461,4547
995,86.699429998359122,28.010104850473027,374.999239927431800,4960.100000000000400,4922.3647461,4547
996,86.699473998359124,28.010086850473026,374.999239927431800,4959.300000000000200,4923.4824219,4548
997,86.699473998359124,28.010086850473026,375.795397849009700,4959.300000000000200,4923.4824219,4548
998,86.699501998359125,28.010068850473029,375.795397849009700,4958.000000000000000,4923.9355469,4548
999,86.699501998359125,28.010068850473029,376.591500341798850,4958.000000000000000,4923.9355469,4547
1000,86.699554998359119,28.010060850473028,376.591500341798850,4957.000000000000000,4922.7426758,4546
1001,86.699554998359119,28.010060850473028,376.591500341798850,4957.000000000000000,4922.7426758,4546
1002,86.699580998359124,28.010037850473029,376.591500341798850,4956.500000000000000,4922.9306641,4546
1003,86.699580998359124,28.010037850473029,376.591500341798850,4956.500000000000000,4922.9306641,4546
1004,86.699618998359128,28.010029850473028,376.670999236294160,4955.100000000000400,4921.5703125,4545
1005,86.699619998359125,28.010029850473028,376.670999236294160,4955.000000000000000,4921.5322266,4545
1006,86.699660998359121,28.010018850473028,375.874898186806550,4953.899999999999600,4920.0258789,4544
1007,86.699660998359121,28.010018850473028,375.874898186806550,4953.899999999999600,4920.0258789,4544
1008,86.699697998359127,28.010008850473028,375.078741717806110,4952.300000000000200,4918.2119141,4543
1009,86.699698998359125,28.010009850473029,375.078741717806110,4952.300000000000200,4918.1494141,4543
1010,86.699743998359125,28.010004850473027,375.078741717806110,4951.199999999999800,4915.8950195,4541
1011,86.699739998359121,28.009990850473027,375.078741717806110,4950.500000000000000,4915.9189453,4541
1012,86.699756998359121,28.009969850473027,375.078741717806110,4943.699999999999800,4915.0659180,4540
1013,86.699756998359121,28.009969850473027,375.078741717806110,4943.699999999999800,4915.0659180,4540
1014,86.699796998359119,28.009952850473027,375.078741717806110,4941.699999999999800,4913.0971680,4538
1015,86.699796998359119,28.009952850473027,373.486425763711400,4941.699999999999800,4913.0971680,4540
1016,86.699844998359126,28.009936850473029,373.486425763711400,4942.300000000000200,4911.0424805,4538
1017,86.699844998359126,28.009936850473029,373.486425763711400,4942.300000000000200,4911.0424805,4538
1018,86.699864998359118,28.009925850473028,372.690225249322000,4940.800000000000200,4910.0585938,4537
1019,86.699865998359115,28.009925850473028,372.690225249322000,4940.699999999999800,4910.0156250,4537
1020,86.699904998359116,28.009925850473028,372.610719045290070,4940.000000000000000,4908.3286133,4536
1021,86.699904998359116,28.009925850473028,372.610719045290070,4940.000000000000000,4908.3286133,4536
1022,86.699951998359126,28.009925850473028,371.018311247411700,4937.800000000000200,4906.2075195,4535
1023,86.699951998359126,28.009925850473028,369.425802146576190,4937.800000000000200,4906.2075195,4537
1024,86.699934998359126,28.009925850473028,367.912788277524210,4939.699999999999800,4907.0063477,4539
1025,86.699917998359126,28.009925850473028,365.762421370412770,4941.600000000000400,4907.7622070,4542
1258,86.697733799685878,27.970596364247371,252.352494143509740,0.000000000000000,4752.0883789,4500
1259,86.697733799685878,27.970596364247371,252.505473548640030,0.000000000000000,4752.0883789,4500
1260,86.697733799685878,27.970596364247371,252.505473548640030,0.000000000000000,4752.0883789,4500
1261,86.697733799685878,27.970596364247371,251.894685179198040,0.000000000000000,4752.0883789,4500
1262,86.697733799685878,27.970596364247371,251.588708062391650,0.000000000000000,4752.0883789,4500
1263,86.697733799685878,27.970596364247371,251.435718205019670,0.000000000000000,4752.0883789,4501
1264,86.697733799685878,27.970596364247371,251.435718205019670,0.000000000000000,4752.0883789,4501
1265,86.697733799685878,27.970596364247371,251.435718205019670,0.000000000000000,4752.0883789,4501
1266,86.697733799685878,27.970596364247371,251.435718205019670,0.000000000000000,4752.0883789,4501
1267,86.697733799685878,27.970596364247371,251.435718205019670,0.000000000000000,4752.0883789,4501
1268,86.697733799685878,27.970596364247371,251.435718205019670,0.000000000000000,4752.0883789,4501
1269,86.697733799685878,27.970596364247371,251.435718205019670,0.000000000000000,4752.0883789,4501
1270,86.697733799685878,27.970596364247371,251.435718205019670,0.000000000000000,4752.0883789,4501
1271,86.697733799685878,27.970596364247371,250.977877594591120,0.000000000000000,4752.0883789,4501
1272,86.697733799685878,27.970596364247371,251.130872756936580,0.000000000000000,4752.0883789,4501
1273,86.697733799685878,27.970596364247371,251.436860454773040,0.000000000000000,4752.0883789,4501
1274,86.697729799685874,27.970621364247368,250.979019883988090,0.000000000000000,4751.4150391,4500
1275,86.697724799685872,27.970647364247370,250.826022955735570,0.000000000000000,4750.6406250,4500
1276,86.697720799685882,27.970672364247370,250.826022955735570,0.000000000000000,4749.8491211,4499
1277,86.697716799685878,27.970697364247368,251.283868841123110,0.000000000000000,4750.0590820,4499
1278,86.697711799685877,27.970723364247370,251.741698851189280,0.000000000000000,4750.3310547,4499
1279,86.697707799685872,27.970748364247370,252.046527550161870,0.000000000000000,4750.2172852,4498
1280,86.697702799685871,27.970774364247369,251.740556543409010,0.000000000000000,4749.7773438,4498
1281,86.697698799685881,27.970799364247370,252.656169361140340,0.000000000000000,4748.8125000,4496
1282,86.697694799685877,27.970824364247370,253.113952300338470,0.000000000000000,4748.4750977,4495
1283,86.697689799685875,27.970850364247369,253.113952300338470,0.000000000000000,4748.5976563,4495
1284,86.697685799685871,27.970875364247370,254.487208252492760,0.000000000000000,4749.2451172,4495
1285,86.697681799685881,27.970900364247370,254.487208252492760,0.000000000000000,4749.9941406,4496
1286,86.697676799685880,27.970926364247369,254.487208252492760,0.000000000000000,4750.4702148,4496
1287,86.697672799685876,27.970951364247369,253.571719706081070,0.000000000000000,4750.9829102,4497
1288,86.697668799685871,27.970976364247370,254.029471662343180,0.000000000000000,4751.4619141,4497
1289,86.697663799685870,27.971002364247369,254.029471662343180,0.000000000000000,4751.6992188,4498
1290,86.697659799685880,27.971027364247369,253.723545663698080,0.000000000000000,4751.6699219,4498
1291,86.697654799685878,27.971053364247368,253.419891964619440,0.000000000000000,4751.2724609,4498
1292,86.697650799685874,27.971078364247369,253.268065133647270,0.000000000000000,4750.6904297,4497
1293,86.697646799685870,27.971103364247369,251.741698851189280,0.000000000000000,4750.4907227,4499
1294,86.697641799685883,27.971129364247368,249.452389089183040,0.000000000000000,4750.4150391,4501
1295,86.697637799685879,27.971154364247369,248.536552243822680,0.000000000000000,4750.0019531,4501
1296,86.697633799685875,27.971179364247369,248.078609254892880,0.000000000000000,4749.7734375,4502
1297,86.697628799685873,27.971205364247368,247.467610256632700,0.000000000000000,4749.8222656,4502
1298,86.697624799685883,27.971230364247369,247.314571588517960,0.000000000000000,4749.7202148,4502
1299,86.697620799685879,27.971255364247369,247.314571588517960,0.000000000000000,4749.5698242,4502
1300,86.697615799685877,27.971281364247368,247.314571588517960,0.000000000000000,4749.3354492,4502
1301,86.697611799685873,27.971306364247368,247.314571588517960,0.000000000000000,4749.0810547,4502
1302,86.697606799685872,27.971332364247370,246.703538174191270,0.000000000000000,4749.2148438,4503
1303,86.697602799685882,27.971357364247368,246.703538174191270,0.000000000000000,4749.2802734,4503
1304,86.697598799685878,27.971382364247368,246.245528595682770,0.000000000000000,4749.1005859,4503
1305,86.697593799685876,27.971408364247370,245.787502147319000,0.000000000000000,4749.2377930,4503
1306,86.697589799685872,27.971433364247368,245.787502147319000,0.000000000000000,4749.6518555,4504
1307,86.697585799685882,27.971458364247368,245.787502147319000,0.000000000000000,4749.9770508,4504
1308,86.697580799685880,27.971484364247370,245.940559608475840,0.000000000000000,4750.3139648,4504
1309,86.697576799685876,27.971509364247368,245.940559608475840,0.000000000000000,4750.5126953,4505
1310,86.697572799685872,27.971534364247368,246.093615094508810,0.000000000000000,4750.7890625,4505
1311,86.697567799685871,27.971560364247370,246.246671392140880,0.000000000000000,4751.6464844,4505
1312,86.697563799685881,27.971585364247368,244.872541186163090,0.000000000000000,4752.3964844,4508
1313,86.697559799685877,27.971611364247369,244.872541186163090,0.000000000000000,4753.0678711,4508
1314,86.697554799685875,27.971636364247370,243.040126861366620,0.000000000000000,4753.3178711,4510
1315,86.697550799685871,27.971661364247367,242.581979682009550,0.000000000000000,4753.1704102,4511
1316,86.697545799685884,27.971687364247369,241.665632285594000,0.000000000000000,4752.4433594,4511
1317,86.697541799685879,27.971712364247370,241.665632285594000,0.000000000000000,4751.3500977,4510
1318,86.697537799685875,27.971737364247367,241.665632285594000,0.000000000000000,4749.4506836,4508
1319,86.697532799685874,27.971763364247369,241.207431867045240,0.000000000000000,4747.6010742,4506
1320,86.697528799685870,27.971788364247370,241.207431867045240,0.000000000000000,4746.2158203,4505
1321,86.697524799685880,27.971813364247367,240.290997668739070,0.000000000000000,4744.8759766,4505
1322,86.697519799685878,27.971839364247369,239.832743094651990,0.000000000000000,4743.5859375,4504
1323,86.697515799685874,27.971864364247370,238.916179062627980,0.000000000000000,4742.4711914,4504
1324,86.697511799685870,27.971889364247367,237.999541147583470,0.000000000000000,4741.4458008,4503
1325,86.697506799685883,27.971915364247369,236.624443866089680,0.000000000000000,4740.6909180,4504
1326,86.697502799685878,27.971940364247370,235.707617464935200,0.000000000000000,4740.0581055,4504
1327,86.697497799685877,27.971966364247368,235.249175467522210,0.000000000000000,4739.3227539,4504
1328,86.697493799685873,27.971991364247369,235.249175467522210,0.000000000000000,4738.4433594,4503
1329,86.697489799685883,27.972016364247370,235.249175467522210,0.000000000000000,4737.2158203,4502
1330,86.697484799685881,27.972042364247368,235.249175467522210,0.000000000000000,4736.8144531,4502
1331,86.697480799685877,27.972067364247369,234.790714037857810,0.000000000000000,4737.1879883,4502
1332,86.697476799685873,27.972092364247370,234.790714037857810,0.000000000000000,4736.6982422,4502
1333,86.697471799685871,27.972118364247368,234.637506183036980,0.000000000000000,4735.7470703,4501
1334,86.697467799685882,27.972143364247369,233.720511897756750,0.000000000000000,4735.6860352,4502
1335,86.697463799685877,27.972168364247370,233.414068701107200,0.000000000000000,4735.6591797,4502
1336,86.697458799685876,27.972194364247368,232.955528770384490,0.000000000000000,4735.4418945,4502
1337,86.697454799685872,27.972219364247369,232.955528770384490,0.000000000000000,4735.2934570,4502
1338,86.697449799685870,27.972245364247367,232.955528770384490,0.000000000000000,4735.1948242,4502
1339,86.697445799685880,27.972270364247368,232.955528770384490,0.000000000000000,4735.1796875,4502
1340,86.697441799685876,27.972295364247369,233.414068701107200,0.000000000000000,4735.1835938,4502
1341,86.697436799685875,27.972321364247367,233.872588824063600,0.000000000000000,4735.7934570,4502
1342,86.697432799685870,27.972346364247368,235.706473634490440,0.000000000000000,4736.4331055,4501
1343,86.697428799685881,27.972371364247369,236.623300131074980,0.000000000000000,4736.6748047,4500
1344,86.697423799685879,27.972397364247367,237.998397553651500,0.000000000000000,4736.8300781,4499
1345,86.697419799685875,27.972422364247368,238.456725846287330,0.000000000000000,4736.7431641,4498
1346,86.697415799685871,27.972447364247369,238.915035561400910,0.000000000000000,4736.8291016,4498
1347,86.697410799685883,27.972473364247367,239.984733536264120,0.000000000000000,4737.1376953,4497
1348,86.697406799685879,27.972498364247368,240.596107742154660,0.000000000000000,4737.4838867,4497
